battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
862,0,0.6,1,19,0,45,0.6,165,1,14,885,1551,1604,15,3,7,0,1,0,1
1056,1,2.7,1,9,1,13,0.6,187,3,19,864,1436,2826,9,12,4,1,0,0,2
1868,1,3.0,0,5,0,52,0.4,102,7,13,773,617,2469,16,12,7,0,0,1,2
1693,1,1.2,0,14,1,58,0.2,141,6,2,1446,869,3011,5,16,13,0,0,1,3
855,1,1.0,1,17,1,50,0.9,92,3,16,1006,708,3046,14,7,12,0,0,1,2
690,1,2.4,1,17,1,53,0.8,88,3,4,785,1086,3986,8,3,8,0,0,1,2
921,0,1.1,1,6,1,25,0.2,192,2,7,456,1348,3565,11,2,2,0,1,1,2
1199,1,2.7,0,14,1,25,0.8,99,4,15,1863,815,3312,18,10,17,0,0,0,2
506,1,0.8,0,17,0,59,0.7,171,2,7,344,1916,3216,9,11,17,0,0,1,2
632,0,0.8,0,17,0,61,0.5,187,6,2,734,943,1292,6,8,18,1,1,1,0
1056,0,2.9,0,19,0,12,0.3,136,5,7,553,1782,3584,18,14,16,0,1,0,2
1325,1,2.2,0,8,0,14,0.9,180,1,9,1020,1721,3841,12,12,10,0,1,0,3
1260,0,2.6,1,1,1,28,0.7,103,6,16,1539,1127,3537,6,4,6,1,0,1,3
1554,0,1.3,0,7,1,9,0.6,187,5,15,787,944,3811,15,4,9,0,1,1,3
1034,1,2.2,0,19,1,11,0.6,112,6,17,1819,1069,2668,12,18,2,1,1,0,2
925,0,2.0,1,1,0,9,0.2,99,5,17,935,1081,480,17,10,8,0,1,1,0
1917,0,2.0,0,10,0,21,0.5,139,7,20,704,1104,3299,15,8,12,1,1,1,3
1171,1,2.2,0,6,0,9,0.3,127,1,2,1127,1240,2497,6,2,14,0,0,1,2
862,1,1.9,0,5,0,10,0.3,143,5,5,246,1407,3523,15,17,14,0,1,1,2
1960,0,1.6,1,9,1,8,0.7,109,3,11,811,1148,3727,9,12,8,0,1,1,3
581,0,1.2,0,4,1,15,0.9,187,6,19,1046,804,312,8,11,12,0,0,0,0
855,1,2.4,1,10,0,29,0.5,152,1,3,952,838,3952,5,8,19,0,0,0,3
1781,0,1.1,1,0,0,3,0.3,188,5,5,814,1028,2516,18,9,2,1,1,1,2
1088,0,2.2,0,1,1,58,0.7,192,3,16,1548,553,3606,16,12,13,0,0,1,2
794,0,1.1,0,0,1,44,0.9,96,3,5,143,1635,1659,12,12,4,1,1,0,1
1747,1,2.1,0,18,1,9,0.8,179,7,17,729,1183,372,14,8,2,0,0,0,1
1569,0,2.4,0,1,1,14,0.9,93,4,16,1718,918,3778,16,9,5,0,0,0,3
1636,0,1.0,1,20,0,22,0.6,98,3,19,862,804,2902,7,18,7,0,1,1,2
1756,1,0.6,0,19,1,48,0.8,150,2,8,1777,1961,665,17,5,6,1,0,0,1
516,0,0.8,1,20,1,29,0.2,138,1,16,1216,584,2172,8,6,12,1,0,1,1
859,0,2.0,1,3,1,36,0.4,146,1,12,464,751,3694,8,14,14,1,1,1,2
1746,1,2.6,1,11,1,24,0.5,176,8,20,1807,625,3115,9,18,12,1,1,1,3
1365,1,0.6,1,19,0,47,0.6,123,1,9,374,1109,3232,7,13,7,1,0,1,2
1199,1,2.3,1,17,0,63,0.9,111,5,2,676,1928,3440,13,15,20,0,0,1,2
947,1,1.4,0,0,0,16,0.9,190,6,4,691,803,2239,8,13,16,0,1,0,1
1355,0,1.7,1,0,0,3,0.2,90,5,6,628,1551,3491,18,1,14,1,0,0,3
864,0,2.8,1,13,0,62,0.3,185,2,19,1289,1347,2307,14,8,11,1,1,0,1
1174,1,1.3,0,3,0,52,0.4,81,8,13,1401,1789,3957,19,2,2,0,0,0,3
1507,1,1.7,0,4,1,13,0.4,169,6,13,1573,1575,278,15,5,14,0,0,1,0
1849,0,0.5,1,10,1,58,0.7,147,7,20,555,1154,3224,15,4,7,1,1,0,3
966,1,0.7,1,12,1,53,0.9,96,3,10,862,1143,1000,8,13,13,1,1,0,0
913,0,1.1,0,15,1,37,1.0,160,8,12,73,1357,857,10,14,18,0,0,0,0
1978,1,0.6,1,12,0,4,0.7,171,5,18,437,1010,3291,19,17,19,1,0,0,3
1085,0,2.1,0,1,1,6,0.9,173,6,17,880,706,3419,12,16,9,0,0,0,2
1756,1,1.6,0,15,0,4,0.6,119,3,5,225,1073,2772,17,8,15,1,0,0,2
1747,1,1.9,1,5,1,58,0.3,166,6,11,1842,1374,1225,11,18,6,1,1,1,1
1493,0,0.9,0,13,1,48,0.6,125,3,16,307,1010,1434,8,8,3,0,0,1,1
1935,1,1.2,1,0,1,20,0.6,167,6,20,965,700,2098,8,15,12,0,0,0,2
1071,0,2.2,1,16,0,3,0.8,172,5,4,347,1322,2930,9,5,4,1,1,1,2
834,0,2.9,1,10,1,45,0.3,83,8,6,475,1807,2510,14,7,17,0,1,1,1
1745,0,0.6,0,18,0,38,0.4,117,5,12,1338,1880,3317,9,2,17,1,1,1,3
536,0,2.7,1,2,0,55,0.4,142,2,6,524,1570,336,16,4,10,1,0,1,0
1488,0,1.9,0,10,1,18,1.0,108,7,8,1448,1519,2918,5,6,14,0,1,1,2
777,1,1.9,1,4,0,15,0.5,98,7,7,523,636,738,17,0,11,0,1,0,0
1719,1,1.8,1,16,0,29,0.8,170,4,14,561,629,2895,12,3,18,0,0,1,2
1415,0,0.7,0,6,1,28,0.8,108,1,3,1848,1718,1686,14,15,18,1,1,1,1
983,1,0.7,1,9,1,55,0.3,199,5,20,1272,1517,3430,17,13,11,0,1,0,2
1765,0,2.0,1,10,1,11,0.6,179,5,12,1654,1887,3567,9,0,9,0,0,1,3
1847,1,1.4,0,2,1,4,0.9,114,3,6,568,931,3592,7,3,8,0,1,1,3
1230,1,2.8,0,19,1,37,0.5,195,4,10,1205,1592,288,7,9,15,1,0,0,0
691,1,1.5,0,9,1,39,1.0,149,7,7,1799,1981,2338,8,10,19,0,1,1,1
1540,1,0.9,1,9,0,57,0.3,102,5,18,105,1039,1528,16,6,20,0,1,0,1
1023,0,2.3,0,13,1,64,0.2,182,6,20,190,834,3303,11,3,19,0,1,1,2
1417,0,1.2,0,11,1,26,0.9,125,7,9,1160,1025,3377,9,0,15,0,0,1,3
900,1,1.8,1,14,0,23,0.9,123,4,8,699,1057,535,5,0,11,1,1,0,0
1385,1,2.2,0,9,1,49,1.0,127,1,6,1143,1408,2263,18,16,2,1,1,1,2
1204,0,2.8,1,9,0,40,0.7,131,6,16,1777,1539,2455,16,9,10,1,1,0,2
521,1,2.5,1,18,1,48,0.9,87,3,11,830,1979,1938,17,4,19,1,1,1,1
973,0,2.2,0,0,1,31,0.8,134,2,17,71,1009,1830,9,6,14,0,0,1,1
1643,0,2.2,1,9,0,22,0.9,145,6,10,754,708,956,18,7,18,1,1,1,1
709,0,2.9,0,1,1,31,0.6,156,8,8,1154,1681,3864,9,1,17,0,1,1,2
805,1,1.2,0,16,0,29,0.4,119,7,12,456,1860,2035,10,8,12,1,1,0,1
1793,0,0.5,0,6,1,32,0.9,200,8,10,1804,1764,3038,18,3,10,0,1,1,3
1203,1,1.2,0,6,1,58,0.5,164,1,18,904,557,1274,11,11,8,0,0,1,1
1186,0,1.0,1,19,0,53,0.6,110,6,10,478,1315,1509,9,10,2,0,0,0,1
784,1,2.2,1,8,1,27,0.5,195,4,4,51,1828,920,19,4,10,1,0,0,0
1215,1,2.1,0,1,1,44,0.6,127,4,9,1003,1868,3226,17,11,11,1,1,0,2
1262,1,2.0,0,13,0,23,0.5,179,1,20,573,1537,1567,15,3,17,1,0,1,1
1750,0,0.5,1,16,1,22,0.1,140,7,17,1142,1882,1674,18,12,19,0,0,0,2
1447,0,2.3,0,0,0,2,0.9,191,4,8,1900,876,2756,6,0,15,1,0,0,2
880,1,1.3,1,8,1,38,0.5,131,6,8,1287,742,2923,18,17,12,0,1,0,2
959,1,2.2,0,19,0,14,0.6,117,2,14,1262,1492,1312,6,3,5,1,1,0,1
1530,1,1.9,1,20,1,22,0.2,170,6,4,1374,1668,2194,17,3,20,1,0,1,2
528,0,1.4,1,18,0,47,0.1,115,2,13,892,1390,1642,8,7,14,1,1,1,1
1406,0,0.8,1,3,0,10,0.3,191,4,9,254,914,1390,5,5,2,1,1,1,1
1556,0,0.7,0,7,1,18,0.7,166,6,14,684,893,1400,11,3,20,1,1,0,1
1378,0,2.6,0,12,1,48,0.2,134,4,17,1332,1228,2319,17,3,16,0,0,0,2
578,1,2.8,0,3,0,22,0.9,164,7,8,1772,857,994,5,10,16,1,1,0,0
1446,1,2.1,0,8,1,32,0.3,92,2,5,1854,1681,1802,7,8,12,1,1,1,1
958,0,0.8,0,8,0,40,0.3,116,7,13,1630,1173,3018,14,13,6,1,0,0,2
1069,0,1.5,1,17,1,60,0.3,126,4,18,1872,517,3017,11,3,11,0,1,0,2
1953,1,2.3,1,11,1,55,0.1,169,5,2,1518,1227,2401,15,12,19,1,1,1,2
1237,0,2.4,1,9,0,23,0.8,183,3,18,56,1060,2419,16,5,8,1,0,1,2
1808,0,0.8,1,10,0,13,0.9,150,6,3,949,1870,3268,16,12,2,0,0,1,3
1015,0,0.5,1,6,1,56,0.7,189,5,7,1426,1581,1750,10,2,4,1,1,1,1
1622,0,2.3,1,8,1,7,0.3,182,7,13,1090,654,1718,19,6,2,0,1,1,1
896,0,1.4,1,5,1,54,0.4,101,8,12,1069,986,3608,19,0,18,0,1,0,2
538,0,1.1,0,18,1,17,0.5,118,4,12,605,650,604,11,10,16,1,0,0,0
1794,1,0.5,1,15,1,27,1.0,166,4,19,1673,1882,487,9,1,6,0,0,0,1
1386,0,1.9,0,14,0,6,0.3,137,3,9,368,867,2252,12,4,17,1,1,1,2
1296,0,2.6,1,6,1,10,0.8,109,4,8,1628,1570,3438,10,13,13,0,1,1,3
656,1,2.9,1,15,1,47,0.5,97,3,15,231,706,3679,16,12,20,1,1,1,2
1598,1,1.9,0,4,0,41,0.4,185,6,17,1425,949,3339,8,15,15,0,1,1,3
1383,1,1.8,1,15,0,15,0.5,97,2,13,907,1423,3287,18,14,4,0,0,0,2
1653,0,0.7,0,0,0,45,0.2,189,3,10,1584,1196,3815,15,2,20,0,1,0,3
1473,1,1.9,1,18,1,64,0.8,153,3,17,1046,1069,1812,5,5,2,1,0,0,1
1607,0,1.4,0,4,0,43,0.3,118,5,20,573,642,2942,6,8,2,0,0,0,2
1545,0,2.0,1,6,0,31,0.8,173,4,17,1290,1923,2588,16,2,11,1,0,0,2
1982,0,1.5,0,18,0,53,0.2,105,6,10,840,1620,2226,10,12,4,1,1,0,2
1348,1,1.1,0,4,0,53,1.0,150,2,14,117,1570,1912,8,12,14,0,0,0,1
1905,1,0.7,1,16,1,27,0.3,86,1,6,1623,690,2939,7,6,7,1,0,0,3
1247,1,1.3,1,7,1,54,0.9,148,7,20,1624,639,2198,11,4,12,1,1,1,2
1963,1,0.7,0,0,1,46,0.8,144,3,11,1078,1114,800,11,7,7,0,1,0,1
1488,1,0.9,1,1,0,30,1.0,125,1,8,1176,1754,647,6,7,4,1,0,0,1
520,0,3.0,0,14,0,20,0.5,97,4,10,1262,1863,1449,12,6,17,1,1,1,0
802,0,1.6,1,19,0,48,0.8,92,7,15,1288,1424,2380,19,18,10,0,0,1,1
1368,0,1.8,0,17,0,9,0.4,104,3,16,267,1572,2244,19,6,9,0,1,0,2
583,0,2.7,1,10,0,24,0.3,183,8,14,1930,1123,552,15,3,4,0,0,0,0
1976,1,3.0,0,9,0,54,0.5,87,8,11,112,1976,2633,5,9,6,0,0,1,2
1910,1,2.0,1,3,1,43,0.2,153,1,15,165,1839,1342,15,12,15,1,1,1,1
1780,0,2.5,0,4,1,36,1.0,111,5,13,667,1845,525,14,3,6,1,1,1,1
1069,1,1.3,0,3,0,32,0.2,96,1,20,1031,586,2519,11,18,20,1,1,0,2
1433,1,1.3,1,12,1,54,0.6,181,7,7,713,1997,3517,14,9,6,0,0,1,3
1685,0,1.5,1,12,0,36,0.7,158,5,13,1240,781,1354,16,6,3,1,0,0,1
1686,0,2.2,0,17,0,33,0.6,158,7,14,430,1263,1965,5,4,8,0,1,1,2
1508,1,2.2,0,1,1,59,0.7,200,2,9,1315,1597,765,17,2,2,1,0,0,1
1292,1,1.3,0,15,0,6,0.2,127,4,17,892,952,2882,16,1,19,0,1,1,2
1291,0,0.8,0,0,1,17,0.6,142,8,3,1073,546,1372,19,10,11,1,0,0,1
1794,0,2.1,1,18,0,18,0.4,119,6,8,106,1619,1332,18,9,7,1,0,1,1
991,0,0.8,0,8,0,33,0.9,194,1,13,1032,1437,751,7,12,8,0,1,1,0
707,1,1.9,0,2,1,39,0.8,163,3,8,744,530,3251,7,6,13,1,1,0,2
1583,0,2.2,0,6,0,59,1.0,94,7,20,699,1033,349,14,9,19,1,0,0,0
929,0,2.3,1,9,0,33,0.1,178,7,15,1479,516,880,18,3,12,1,0,0,0
1484,1,2.4,0,0,0,53,0.4,85,4,10,322,1735,484,6,15,20,1,0,1,0
1832,1,2.7,1,9,1,21,0.3,173,1,19,308,1758,2553,18,5,5,0,0,1,2
1019,1,1.7,1,20,0,49,0.1,200,3,12,849,891,1670,14,8,20,1,1,1,1
1090,1,2.3,1,8,0,57,0.3,142,3,17,621,1506,976,17,12,14,0,1,1,1
1550,1,2.0,1,14,0,3,0.7,87,7,20,994,853,1235,9,6,20,0,1,1,1
698,0,1.0,1,14,1,21,0.3,174,6,12,144,804,2485,8,17,3,0,0,0,1
886,0,0.6,1,2,1,48,0.6,191,7,19,739,1008,522,17,13,10,1,0,0,0
848,1,1.2,1,4,1,19,0.9,190,6,12,820,1211,1259,10,4,9,0,0,1,1
1459,1,1.6,0,8,1,2,0.7,111,7,5,411,1918,536,6,12,15,0,0,1,0
1192,1,2.0,0,8,1,59,0.5,124,7,19,113,1954,1217,18,7,10,0,1,0,1
877,1,2.6,1,6,0,30,0.4,131,3,20,574,1184,2970,8,14,14,1,1,1,2
1398,1,1.0,0,11,1,30,0.5,158,6,14,398,1285,1362,16,18,19,1,1,0,1
1415,0,0.8,0,8,1,20,0.3,161,3,5,1298,1356,1465,11,8,7,0,0,0,1
1026,0,2.9,1,5,0,45,0.7,92,1,11,123,676,3978,5,5,4,0,1,0,3
1676,0,0.8,0,1,1,41,0.4,103,7,6,85,1929,3894,17,13,11,1,1,0,3
1233,0,1.7,1,8,0,7,0.9,119,2,4,1605,800,2834,15,9,11,0,1,0,2
705,1,2.0,0,16,1,45,0.8,93,6,17,46,944,1627,7,8,11,1,1,1,1
954,0,1.9,1,0,0,40,0.6,171,5,9,1734,1650,678,5,16,10,0,0,0,0
1796,1,0.7,1,18,0,51,0.4,154,8,8,1899,1872,3284,6,12,13,1,0,1,3
1759,1,0.6,0,5,1,55,0.3,149,5,20,943,520,2261,13,16,9,1,1,0,2
1020,1,0.8,0,4,1,47,0.8,141,5,15,1224,1515,709,14,18,10,1,1,1,0
1516,0,2.0,1,1,0,9,0.5,199,2,16,1299,1210,2570,9,12,18,0,1,0,2
1455,1,1.9,1,8,0,25,0.3,168,3,18,1572,1200,762,17,8,9,0,1,1,1
1225,0,1.1,1,13,0,21,0.3,140,3,2,1738,1943,1421,8,0,19,1,1,1,1
1513,0,2.1,0,3,0,55,0.2,80,8,7,1153,651,571,16,0,18,1,0,0,1
1000,1,2.6,0,3,0,15,0.8,168,8,16,1471,1683,1955,8,4,7,0,1,0,1
616,1,0.6,0,20,0,6,0.3,145,4,13,803,1358,1019,12,7,11,1,1,0,0
885,1,1.7,0,14,0,42,0.6,111,8,3,388,1966,1511,16,17,2,0,1,1,1
1867,0,2.2,1,7,1,41,0.5,92,5,6,575,595,3624,7,3,2,1,0,0,3
1083,1,1.1,1,3,0,35,0.6,112,5,10,1286,1875,1153,19,0,10,1,0,0,1
894,0,1.3,1,15,1,61,0.9,111,3,15,631,1598,1208,16,14,4,0,0,1,1
1587,1,2.0,1,20,1,17,0.9,135,5,19,1301,1377,3178,16,3,7,0,0,0,3
1220,1,2.7,0,3,0,46,0.5,103,3,9,713,1139,1851,8,8,8,1,0,0,1
571,0,2.5,1,15,0,8,0.1,170,7,3,1069,1882,3219,6,9,10,0,1,1,2
773,0,2.0,1,11,1,17,0.5,83,7,10,1191,1656,2325,10,14,6,1,1,0,1
1843,0,2.3,0,15,0,8,0.6,167,3,8,1468,899,639,16,2,17,0,0,1,1
837,0,1.4,0,18,0,28,0.6,102,6,19,621,1662,3453,13,1,3,1,0,0,2
1889,0,2.1,1,7,1,15,0.7,108,3,17,45,745,358,16,4,4,0,0,1,1
1106,0,1.7,0,5,1,15,0.2,177,1,6,723,1814,1155,8,0,4,0,1,1,1
665,1,1.0,1,9,1,45,0.7,100,1,16,539,611,3036,15,10,11,1,0,0,2
510,1,2.3,0,4,0,34,0.3,109,1,6,86,1693,365,10,11,4,1,0,1,0
1824,0,1.9,0,17,0,34,0.8,169,1,12,802,1763,3897,8,2,16,1,0,0,3
1228,1,1.4,1,9,1,45,0.4,99,2,15,1408,1860,3799,18,15,15,1,1,1,3
1300,0,2.8,0,9,0,21,0.7,95,4,20,1692,1661,3392,6,13,5,1,0,1,2
601,1,0.6,1,6,1,54,0.1,146,4,4,264,1759,1751,17,11,11,1,1,0,1
1948,1,1.3,0,17,0,48,0.5,128,3,11,1800,1293,3897,18,15,12,0,1,0,3
1915,0,0.6,0,0,1,37,0.7,180,7,7,1045,1526,925,10,7,12,1,1,0,1
1278,0,2.4,0,6,0,8,0.3,137,5,4,1791,615,3403,16,16,9,1,1,1,2
713,0,2.3,0,20,1,33,0.8,183,1,3,702,1995,3346,11,16,10,1,1,0,2
1611,1,1.3,0,0,0,49,0.7,123,4,14,1473,1654,639,8,6,9,1,0,1,1
900,0,2.2,1,14,0,4,0.6,104,4,19,231,1433,2276,16,14,13,0,1,1,1
1087,1,1.5,0,3,1,40,0.4,102,1,3,185,1924,2493,15,8,18,1,1,0,2
1388,0,2.4,1,19,0,30,0.5,187,7,16,325,1724,1017,11,3,16,1,1,1,1
1569,1,1.6,0,9,0,25,0.6,138,2,6,1206,791,2663,17,7,20,0,0,0,2
1986,1,1.5,1,8,1,23,0.5,80,2,16,396,841,3178,15,9,7,0,1,1,3
1091,0,2.8,0,1,0,7,0.7,176,8,18,1504,1514,1141,12,14,6,1,1,0,1
1833,1,1.1,1,13,0,49,0.5,94,4,3,1426,1739,3779,15,17,9,0,1,1,3
1609,1,0.8,1,15,0,25,0.3,160,8,19,1486,1084,2382,7,13,19,1,0,1,2
591,0,2.0,0,0,1,41,0.3,177,2,16,1440,1889,2899,19,4,16,0,1,0,2
1172,1,2.9,0,1,1,24,0.1,160,6,4,1225,1992,3499,6,8,4,0,1,1,2
1213,0,1.4,0,6,1,55,0.4,131,1,6,1088,1941,1491,9,12,15,0,1,1,1
1435,0,0.7,1,9,1,39,0.8,137,7,12,955,526,3189,6,18,16,0,1,1,2
741,0,1.3,1,19,1,11,0.8,120,4,10,1931,954,1270,14,10,14,0,1,1,0
501,0,1.8,0,0,0,17,0.3,123,1,6,554,1417,1724,9,11,10,1,1,1,1
724,1,0.9,0,12,0,12,1.0,83,2,2,732,1079,2452,14,2,18,1,1,0,1
1300,1,2.1,1,0,1,33,0.6,156,1,15,1040,513,265,19,1,20,0,0,0,0
1088,1,3.0,1,4,0,46,0.9,147,2,6,1859,597,1821,17,14,5,0,0,1,1
615,0,1.6,0,15,0,62,0.7,86,7,9,796,778,1047,10,4,11,0,0,0,0
1417,1,1.4,1,14,0,7,0.8,125,2,15,1206,989,2223,12,6,4,1,1,0,2
1626,1,1.5,0,16,0,25,0.2,88,1,17,390,1484,1334,10,3,20,1,0,1,1
693,0,0.8,0,15,1,34,0.3,166,7,7,43,1460,3175,8,4,10,1,1,0,2
1689,0,2.7,0,12,1,54,0.1,112,2,9,900,1123,1918,7,15,6,0,0,1,2
1370,1,1.5,1,10,0,52,0.7,112,8,3,1723,706,2483,18,14,15,1,0,0,2
589,0,1.5,1,16,0,13,0.4,163,6,20,1925,1756,999,18,15,8,0,1,1,0
621,0,2.1,1,16,1,57,0.8,83,3,10,481,1096,2684,6,3,7,0,1,1,1
642,0,1.6,1,1,0,28,0.4,144,1,6,1286,1194,3749,17,5,9,0,1,1,2
1493,0,2.1,0,12,0,39,0.8,197,3,6,1197,1762,706,5,17,3,0,1,1,1
605,1,0.7,1,13,0,63,0.2,185,1,20,1464,749,1372,6,2,15,1,1,0,0
1386,0,2.5,0,10,1,19,0.3,113,2,5,565,1239,3847,6,4,8,1,0,0,3
927,0,2.9,0,9,1,64,0.4,170,2,17,219,805,3740,19,1,4,0,1,1,2
1828,0,2.1,0,2,0,46,0.5,164,7,17,1581,1986,2697,9,15,7,0,0,0,2
816,0,2.9,1,16,0,40,0.4,167,4,17,1417,1759,3268,13,5,15,0,0,1,2
1134,0,0.9,0,14,0,56,0.8,158,6,8,771,1814,1610,5,14,13,0,1,1,1
508,0,1.7,0,8,0,14,0.2,178,8,19,1218,1562,1987,8,17,19,0,0,0,1
1273,0,2.0,1,9,0,54,0.4,143,4,2,408,1497,2736,14,5,13,0,0,1,2
1596,0,2.0,0,7,0,41,0.9,104,3,4,470,1217,3257,11,12,8,1,1,1,3
1882,1,1.5,1,20,1,31,0.2,134,2,9,1370,682,1442,15,12,6,1,1,0,1
722,0,1.3,1,12,1,54,0.9,88,4,2,1485,1144,3249,18,0,13,1,0,1,2
1939,1,0.8,1,17,0,50,1.0,96,2,8,1084,529,3367,14,15,10,0,0,1,3
1052,0,1.5,0,4,1,42,0.2,100,1,8,165,1911,3069,7,3,12,1,0,0,2
1893,0,0.9,1,5,0,53,0.4,139,4,9,671,1266,1163,12,16,5,1,1,0,1
1215,0,2.3,1,16,0,14,0.4,92,3,20,1174,1666,2388,7,17,15,1,1,1,2
1787,0,1.0,1,10,1,35,0.8,82,7,18,110,1114,3087,12,15,13,1,1,0,3
1841,1,0.6,1,19,1,37,0.6,147,4,12,1511,1942,3917,17,0,19,1,0,0,3
1607,0,1.9,0,15,0,31,0.7,83,2,16,548,1504,2004,6,5,8,0,1,0,2
1841,0,2.0,1,8,0,62,0.8,186,5,10,1026,573,3119,9,10,2,0,1,0,3
610,1,2.7,0,1,1,26,0.2,171,5,18,1506,1578,1370,8,5,14,0,0,0,0
750,1,1.9,1,4,1,3,0.8,86,7,12,1036,1461,1763,15,16,17,1,0,0,1
882,0,1.4,0,0,0,37,0.7,105,7,7,1185,523,3712,13,3,6,0,0,1,2
506,1,2.5,1,3,0,19,0.6,154,6,10,343,1545,3520,7,13,20,1,1,1,2
958,1,1.9,0,3,0,6,0.9,103,7,19,1472,927,1532,16,13,10,0,1,0,1
1607,1,0.7,1,2,1,20,0.7,186,2,3,331,1555,2069,15,7,10,1,1,0,2
707,0,1.9,0,8,0,43,0.3,89,8,5,263,1362,1934,9,1,13,1,1,0,1
1399,0,2.8,0,11,1,19,0.5,180,1,19,82,838,1523,14,4,19,0,1,1,1
1913,0,1.5,0,9,0,63,0.5,92,4,2,776,1011,3010,13,3,11,0,1,1,3
1837,1,1.2,1,1,1,58,0.1,123,7,12,923,1593,2573,17,9,18,1,1,1,2
521,0,0.9,0,10,1,33,1.0,185,5,4,333,1171,3144,10,2,20,1,0,1,2
909,1,0.9,0,9,1,22,0.2,118,1,9,1403,1611,3346,6,15,12,0,1,0,2
1394,0,1.6,0,5,1,11,0.7,98,8,6,1242,1376,1319,5,9,17,0,1,0,1
1014,0,2.0,0,17,0,38,0.6,130,2,6,657,1070,1889,16,14,9,1,0,0,1
1650,1,0.7,1,1,1,50,0.1,98,1,12,1833,1263,2819,15,3,16,0,0,0,2
1308,0,2.8,0,1,1,23,0.9,155,2,13,1832,1742,1312,5,0,12,0,0,0,1
1373,1,2.4,0,9,1,14,0.9,131,8,10,453,1212,705,11,14,8,0,0,1,1
513,1,2.0,0,15,0,56,0.6,165,8,14,672,1088,3866,18,9,3,0,1,0,2
1470,0,2.6,1,11,0,18,0.3,126,6,4,740,1266,2988,16,17,20,1,1,1,2
1477,1,0.7,0,0,0,10,0.2,180,4,14,1769,1793,2128,6,15,10,1,0,0,2
1513,0,1.7,0,20,0,25,0.4,199,1,12,1112,1318,880,11,8,19,1,0,0,1
1535,0,2.1,0,7,0,45,0.3,109,8,12,332,577,2225,5,18,14,0,1,1,2
586,1,2.6,0,15,0,15,0.6,125,4,8,309,509,1140,8,16,2,1,0,1,0
1408,0,2.5,1,17,1,47,1.0,155,1,18,726,1991,3934,14,9,20,1,0,0,3
1824,1,1.2,0,12,1,9,0.6,172,2,17,1443,1859,574,19,18,14,0,1,1,1
1766,0,2.9,0,14,1,56,0.9,100,8,15,1632,1135,3973,19,7,15,0,0,1,3
621,0,0.8,1,20,0,38,0.7,154,2,2,1748,1709,3451,17,18,18,1,1,1,2
1670,0,2.7,1,11,1,20,0.5,180,1,12,353,1644,1651,15,4,2,1,0,0,1
1249,0,2.9,1,7,1,64,0.9,127,6,14,823,1091,1630,8,1,6,0,1,0,1
1879,0,0.9,0,9,0,29,0.5,141,2,2,1123,1217,1602,19,14,15,0,0,0,2
1184,1,2.3,1,13,1,47,0.9,137,3,3,144,1064,743,9,16,19,0,1,1,0
808,1,0.6,0,4,0,42,0.4,97,3,10,1033,1797,706,18,9,14,0,1,1,0
1194,1,1.5,1,17,1,31,0.2,187,4,14,1067,909,608,18,1,13,0,0,0,0
787,1,1.8,0,18,0,8,0.9,138,7,6,1786,857,1395,14,8,16,1,0,0,1
806,1,2.0,1,14,0,60,0.6,170,3,10,1409,597,3258,19,1,5,1,0,1,2
1413,1,2.8,0,5,0,59,0.9,180,3,14,1762,1506,3340,19,17,10,1,0,0,3
1161,0,2.2,1,10,1,27,0.9,127,6,6,909,740,2196,5,11,4,1,0,0,1
1048,0,1.7,0,20,1,41,0.1,142,6,16,760,1056,2623,11,14,12,0,1,1,2
1875,1,2.5,0,10,0,47,0.6,91,7,8,494,1210,3492,15,5,16,0,1,1,3
811,1,2.9,0,19,0,55,0.4,166,5,15,1516,1637,2388,6,17,17,1,1,0,1
1372,0,0.6,0,19,1,61,0.7,113,7,17,1192,1764,503,16,12,8,0,1,1,0
1582,0,3.0,0,20,1,47,0.8,140,5,7,641,655,3759,19,3,8,1,0,1,3
1423,0,0.7,0,17,0,12,0.4,181,6,3,530,851,823,15,11,10,1,1,0,1
1254,1,2.5,0,17,1,15,0.6,166,5,17,1359,543,939,19,8,18,1,1,1,1
534,1,1.2,0,9,1,22,0.7,132,6,20,1770,1091,3980,17,1,14,1,1,1,2
944,1,0.8,1,1,1,64,0.2,104,5,6,1880,1835,899,15,15,10,1,0,0,0
592,0,1.6,0,8,0,9,0.8,141,2,5,512,637,734,17,0,10,1,0,1,0
1730,0,2.1,0,13,0,4,0.6,83,6,15,129,935,3016,6,3,13,0,1,1,3
852,1,1.5,1,18,1,29,1.0,173,7,7,1007,1253,623,12,14,20,0,0,0,0
1402,1,0.6,0,9,0,62,0.4,173,4,9,1562,642,2100,19,0,16,1,1,1,2
1855,0,2.0,1,3,1,30,0.2,92,4,4,1537,1523,612,13,14,19,1,0,0,1
1361,0,2.8,0,5,1,24,0.6,121,6,5,1273,1822,2711,10,2,9,1,0,0,2
658,0,1.5,1,13,0,19,0.2,128,3,2,733,761,1624,15,12,7,0,0,1,1
1456,0,1.0,1,3,0,36,1.0,157,8,3,946,1011,2482,5,17,7,0,1,0,2
523,1,1.6,0,14,0,64,0.1,135,4,14,1161,1172,3752,5,12,4,0,0,0,2
903,0,0.6,1,15,1,14,0.8,126,7,10,1298,561,3868,18,9,4,1,1,1,3
